"id","post","native_id","article_account_id"
"1768","Both companies said in statements on Thursday that heavy demand had forced them to produce the masks outside of Japan — a not-so-subtle hint that the problems were related to unreliable foreign manufacturers.","1588051335","6"
"1769","Demand for surgical masks has been especially high in Japan, where it has long been customary to wear them during flu season, and even companies that would not normally produce them have gotten into the business.","1588051335","6"
"1770","On Tuesday, after a flood of eager consumers crashed the website of the electronics manufacturer Sharp, the company said that it would sell its latest line of masks via lottery.","1588051335","6"
"1771","When Billy Chan flew home to Hong Kong from London in mid-March, he wore a disposable protective suit, goggles and an N95 mask. He changed his mask twice during the 13-hour flight, using hand sanitizer each time.","1588051335","6"
"1772","Stacie Tan, who flew to her home in Malaysia from Oregon on April 1, wore goggles, gloves and a mask on the plane.","1588051335","6"
"1773","“I think the most important thing to do would be to wear a face covering, a mask of some sort,” said Dr. Marr, who studies how viruses spread in the air. “Goggles aren’t a bad idea, especially if they will prevent you from touching your eyes.”","1588051335","6"
"1774","Gov. Philip D. Murphy of New Jersey arrives for his daily media briefings by himself. Clad in a mask, he keeps space between those who walk in before him and sits well beyond the six feet recommended for social distancing.","1588104667","6"
"1775","A barber giving a trim in Atlanta, with a face mask and latex gloves in place, was dressed more like a surgeon preparing for an appendectomy. Beauty salons were asking customers to sign legal waivers before they had their hair colored or curled. And Georgia officials recommended that salon owners perform temperature checks at their entrances.","1588298887","6"
"1776","Chris Edwards opened his Atlanta barbershop on Friday at 7 a.m., just as he did before the pandemic swept the country. He wore a blue surgical mask and squeezed his hands into latex gloves that barely covered his palms. He did not think he would be busy, given the controversy over the governor’s order to let shops like his reopen in Georgia.","1588298887","6"
"1777","“I’m glad it’s starting to open up,” Mr. Gann said, speaking through a white surgical mask as he gave a customer a tight crew cut. He had grown frustrated during the shutdown, wondering whether officials had overreacted.","1588298887","6"
"1778","The Georgia cosmetology board issued guidelines for reopening spas and salons, suggesting the use of masks for clients and workers, temperature checks with infrared thermometers, screening questions (“Have you had a cough? Have you had a fever?”), and by-appointment-only rules. But the guidelines were not being followed in many reopened salons visited on Friday.","1588298887","6"
"1779","Mr. Penn said they were being careful to keep things disinfected. But he was not wearing a mask, and only some workers and customers had them on. No one’s temperature was being taken. And while he said he was concerned about safety, he also wondered if the virus was as dangerous as had been reported.","1588298887","6"
"1780","At the Silver Star barbershop in the heart of Sweet Auburn, one of Atlanta’s most storied African-American neighborhoods, there were three barbers with gloves and masks, and two men without masks getting haircuts.","1588298887","6"
"1781","In Queens, Nicole Roderka, 28, knows she must wear a mask outside, fears the anxiety it might bring, and sets it aside. In Brooklyn, Lauren Sellers grinds her teeth at night; there are sores in her mouth from the stress. When a 3-year-old boy in Manhattan’s Inwood section, Eli McKay, looked around and declared, “The virus is gone today, we can go see my friends,” his mother replied as if from one of his picture-book fantasies: “Maybe tomorrow.”","1588505660","6"
"1782","The journey that began in March with an us-against-it unity, with homemade masks and do-it-yourself haircuts and Zoom happy hours, has turned into a grim slog for many. It felt as if the city had cautiously approached a promising bend in the road, a new page on the calendar, only to find nothing, and beyond that, ever more of the same.","1588505660","6"
"1783","“Joggers in the park think nothing of passing two feet from me, unmasked and panting,” Cathy Altman of Manhattan’s Upper West Side wrote in an email, noting her vulnerabilities: She is over 60 and a cancer survivor. “When I call out ‘Six feet!’ they tell me to stay inside if I don’t like it. One woman in her 30s gave me the finger.”","1588505660","6"
"1784","“You can tell they’re calling because they don’t know who else to come to,” he said. “When someone is calling our office about being scared to go outside because they don’t have a mask and they don’t know how to get one, they’re calling because they’re really worried.”","1588550438","6"
"1785","“I had to totally change gears and learn a new job just to survive,” Ms. Johnson said through a face mask made from the cloth wrapper of a bottle of Crown Royal whisky. “But luckily I have a really awesome boss who puts up with me,” she said.","1588995290","6"
"1786","New questions of dining logistics are emerging, too, like when to have a mask on in the restaurant. One can’t exactly eat through it when the food comes.","1588995290","6"
"1787","“Most people use them to order and put them on when the waitress is there, who’s also wearing a mask,” Mr. Mensik said. “And then, you know, you just put it around your chin and enjoy the meal.”","1588995290","6"
"1788","Wealthy private hospitals, primarily in Manhattan, have been able to marshal reserves of cash and political clout to increase patient capacity quickly, ramp up testing and acquire protective gear. At the height of the surge, the Mount Sinai health system was able to enlist private planes from Warren E. Buffett’s company to fly in coveted N95 masks from China.","1589196645","6"
"1789","Dr. Foronjy, the I.C.U. physician, said he knew a doctor at a well-funded Manhattan hospital who walked around without a mask, assured that the sealed-off negative-pressure rooms there would protect him from the virus-infected patients inside.","1589196645","6"
"1790","A lack of protective gear remains a problem. Much of what the nurses are wearing is mismatched, donated from friends and neighbors or brought from home. One nurse complained that she had bought her mask herself and had been wearing the same bootees on her feet for the past three days.","1589196645","6"
"1791","Supporters of Mr. Trump say they appreciate that he doesn’t betray his true feelings for the sake of adhering to Beltway happy talk. This resolve appears central to his credibility with them. They elected him to disrupt, not to play nice and don a mask, whether made of artifice or cloth.","1589210766","6"
"1792","The questions pile up fast. Should you rely on disposable paper menus, or is wiping down plastic-covered ones safe? What kind of thermometers are best to check employees’ health, and will diners submit to temperature checks? Can air-conditioning spread the virus? What is a restaurant’s liability if a customer gets sick? How does a sommelier taste wine while wearing a mask, and how do you rewrite a menu so cooks can stay safe in the tight confines of a restaurant kitchen?","1589210752","6"
"1793","Both waiters and customers wear masks. Diners can remove them to eat and drink, tucking them safely into an envelope the restaurant provides. Every surface is sanitized every half-hour.","1589210752","6"
"1794","Last Thursday, the National Restaurant Association, whose members are largely chain restaurants, sent out a general set of guidelines that defers to government regulations, which will likely vary. They leave taking employees’ temperatures to the restaurant owner’s discretion, and recommend that restaurants follow state or local rules on the use of masks. Other suggestions include eliminating unwrapped straws, salad bars, buffets and cut lemons.","1589210752","6"
"1795","Among the rules: Only 10 people are allowed for every 500 square feet, and no more than six can sit at a table. Employees must wear masks and be screened for signs of illness. Salad bars and buffets are no longer allowed, and silverware has to come in a protective covering.","1589210752","6"
"1796","Now we all worry about stepping outside and getting coughed upon by the wrong person. One of the most horrifying pictures to come out of the pandemic so far has been of a packed subway car in the London Underground, with everyone cheek to jowl and no one wearing a mask. You could just imagine the virus jumping between people.","1589390374","6"
"1797","In Britain, the National Health Service has called for “an army of volunteers, especially medical personnel,” invoking patriotic propaganda campaigns from the World War II era. “Your NHS needs you!” the posters read. And as in World War II, there are great hopes that American industrial will again carry the day, this time by churning out tens of thousands of ventilators, millions of face masks, perhaps even billions of quick coronavirus tests and ultimately vaccines.","1589390374","6"
"1798","So far, only bits of that have come to pass, amid complaints that “front line” medical personnel were having to wash their face masks by hand and use plastic trash bags for hospital gowns. “When you’re at war, you arm troops before they come under fire,” Chris Cuomo, a CNN anchor who contracted Covid-19 and is the brother of New York State’s governor, Andrew Cuomo, lamented on the air.","1589390374","6"
"1799","But some things remain the same. By 7 a.m., the butcher at No. 4 still moves his rotisserie outdoors to begin the daily ritual of roasting whole chickens, as piles of peeled, whole potatoes cook in the drippings below. He and his employees, like other shopkeepers, reluctantly and clumsily wear protective masks (much of the time). The closest bakery, a few doors away, is still offering customers two types of baguettes by 7:30, but the employees are now masked and separated from the public by ceiling-to-counter plastic sheeting.","1589390370","6"
"1800","Despite his bonhomie, he said he changes his mask twice a day and puts his clothes in a plastic bag for washing when he arrives home after a bus ride every evening.","1589390370","6"
"1801","My peers are not responding by whining or violating social distancing guidelines. One of my friends had the coronavirus and is now donating plasma in hopes that his antibodies can help someone else recover. A student I followed on Instagram sent me instructions on how to sew my own face mask. I attended a Zoom call with hundreds of young people looking to take remote action on the climate crisis.","1589467664","6"
"1802","Businesses and individuals across the country have responded to the coronavirus with typical American ingenuity and can-do attitude. Manufacturers have retooled to make face masks and other protective equipment, while individuals sew masks by hand. Essential stores and restaurants turned once-crowded spaces into pickup lanes that observe appropriate social distancing.","1589467662","6"
"1803","The same ingenuity will be required as we return to work. While there is no playbook for reopening millions of businesses, the editorial envisions a regulatory rule book enforced by federal agents empowered to issue fines when they find a sneeze guard out of place, an employee using the wrong mask or two employees two inches too close together. The one-size-fits-all approach envisioned in the editorial is simply impossible when talking about adapting safety measures for every workplace in America.","1589467662","6"
"1804","“Naturally, I have to go in disguise,” Mayor Maurizio Rasero said in a Facebook video. “So gone with the glasses, gone with the beard.” Reappearing un-monocled and clean-shaven, he put on a baseball cap and a mask, naturally. “Here we go.”","1589467659","6"
"1805","Antonio Tutolo, the mayor of Lucera, in Puglia, lost it when he heard that hairdressers had visited the homes of women in his town. “Do you understand that the coffin will be closed?” he said, with a mask hanging below his chin. ","1589467659","6"
"1806","The government in Rome called the measure illegal, exacerbating a war of words in which he insulted the country’s interior minister with a vulgarity. After she denounced him and, he said, “made me famous,” he sent her roses. He said in an interview that the entire national government “felt unmasked by a simple mayor.”","1589467659","6"
"1807","We’ve always had a lot of homeless customers and I make sure to treat them with respect. But it’s scary to have so many people in close quarters who can’t take care of basic hygiene, especially since we don’t have enough protective equipment. We receive small shipments of gloves every couple of weeks, but always run out within a few days. We didn’t receive any masks until mid-April. There are no plexiglass barriers around the registers. When someone coughs, I joke with them — “We have a strict one-cough-per-customer limit!” — to let them know I’m watching and they need to keep their distance. But I’m on edge throughout my shift.","1589526223","6"
"1808","I was bringing my own mask to work with me, and I got a sinus infection. But I didn’t want to call out, because I don’t have any paid sick leave; and 92 percent of surveyed Dollar General workers believe they don’t either. Recently the company, which owns many of the dollar stores in the state, announced that we can take paid time off if we contract the coronavirus, but we still can’t get tested, so I don’t know how much that’s worth.","1589526223","6"
"1809","A Republican state senator in Michigan apologized for wearing a homemade mask that resembled the Confederate battle flag on the Senate floor on Friday.","1589564257","6"
"1810","“I’m sorry for my choice of pattern on the face mask I wore yesterday,” the senator, Dale Zorn, said in a statement released on Saturday, adding that he did not intend to offend anyone.","1589564257","6"
"1811","The senator said he told his wife, who made the mask, that it “probably will raise some eyebrows,” but he initially told WLNS-TV on Friday that it was not a Confederate flag.","1589564257","6"
"1812","He said his wife told him that the mask’s pattern was “more similar to” the state flags of Kentucky or Tennessee. The mask he wore, however, appeared to have more in common with the Confederate battle flag, which is all red and features a blue “X” with white stars inside it drawn across the flag.","1589564257","6"
"1813","He said the mask he wore on the Senate floor was not made of “flag material.”","1589564257","6"
"1814","In an interview with the television station, he wore a manufactured mask, saying he switched what he was wearing because “I didn’t want my actions to cause a negative effect to the institution,” alluding to the State Senate.","1589564257","6"
"1815","Professor Bednar said he could have worn the mask in support of states’ rights after President Trump criticized Gov. Gretchen Whitmer of Michigan for imposing strict stay-at-home directives during the coronavirus pandemic.","1589564257","6"
"1816","From surgeon-quality personal protection to the home-stitched square and the bandit’s bandanna, New Yorkers pulled on a newly essential accessory and ventured into a landscape that changed yet again on Friday with the mandated wearing of masks in public.","1589660421","6"
"1817","“This is just the next step,” said a retired corrections officer, Stanley Woo, 63, sitting down to play chess in a park in Forest Hills, Queens, with his old friends and his new mask.","1589660421","6"
"1818","Governor Cuomo said on Saturday at his daily briefing that he was following his own guidelines. On Friday night, he said, he began wearing a face mask when taking his dog Captain for a stroll.","1589660421","6"
"1819","“When I am in public and I’m walking the dog on the street and I cannot main social distancing, I am wearing a mask,” Mr. Cuomo told reporters. “I think this is a small inconvenience that has a tremendous benefit for people.”","1589660421","6"
"1820","Captain, a Siberian-shepherd mix, “doesn’t wear a mask,” he said, because he “is not violating anything.”","1589660421","6"
"1821","New York is not the only state to make face coverings mandatory: Maryland, New Jersey and Pennsylvania are requiring that masks be worn in stores; likewise in Los Angeles and some surrounding California counties. New York’s order is the most expansive, requiring face coverings anywhere in the state where two people might come within two yards of each other, though for now there is no fine for disobeying.","1589660421","6"
"1822","Don DeLillo said in “White Noise,” “In a crisis, the true facts are what other people say they are. No one’s knowledge is less secure than your own.” The time we’re living in right now, I certainly feel that way. I don’t know about you, but I just cannot put my finger on what to believe. Do I wear a mask? Not wear a mask? Do we need ventilators? Do we not need ventilators? The whole thing is just so confusing. “Homeland” has always tried to live dramatically in that ambiguous space. You see that between Saul and Carrie in the last couple of episodes, how to deal with a crisis that’s unfolding in front of their eyes.","1589697455","6"
"1823","The paramedics, Sean Mahoney and Kenny Cheng, rushed to the apartment building, donned gowns, goggles and face masks and restarted the patient’s heart. But then the person crashed. The ambulance doors closed as Mr. Cheng frantically began chest compressions. Moments later, the patient was dead.","1589875238","6"
"1824","As they wait in the ambulance in between calls, the men wear surgical masks, and they put them on whenever they are off-duty and go out in public. Mr. Cheng fashioned a headband that held the straps away from his ears, which he said got “shredded” by the elastic.","1589875238","6"
"1825","“At the end of the day, I still feel like I’m wearing the mask,” he said.","1589875238","6"
"1826","Rarely do Mr. Cheng or Mr. Mahoney know for sure if a patient has the virus, so they treat every call as a potential exposure. Each time they were called to an apartment last week, they lined up next to their ambulance, putting on gowns, gloves, goggles and N-95 respirator masks. Curious residents, huddled in windows, looked on as the men were transformed.","1589875238","6"
"1827","Next to them on the sidewalk, a couple out for an afternoon stroll stepped aside for the stretcher, looking on with passing interest as they continued on their walk. Neither was wearing a mask.","1589875238","6"
"1828","A new safety regimen for all plants includes adjusted shift schedules to allow extra time for social distancing on arrival and departure at plants, the disinfecting of work stations between shifts, temperature checks and medical screening on arrival, and ample stocks of masks.","1589875234","6"
"1829","Michelin said it wasn’t testing employees for the virus in France because health agencies weren’t recommending it. But the company has moved to secure its own health supplies by adapting some factories to produce 400,000 surgical masks a week and thousands of gallons of hand sanitizer. It also designed a new silicone-based N95 respirator mask for employees that can be reused up to 100 times.","1589875234","6"
"1830","The unions aren’t so sure. At Michelin’s factory in Cholet, a site in western France where 20 percent of the work force was called back this month, labor leaders filed an internal complaint, saying management was exposing employees to “serious and imminent danger.” They cited a shortage of masks and gloves, the lack of virus tests and an inability to work six feet apart at some machines.","1589875234","6"
"1831","Michelin said it had addressed the issues and was providing the most protective masks to employees working close together. “I would never put the lives of employees at risk,” Mr. Menegaux said.","1589875234","6"
"1832","For those on a crowded bus in Chicago or in a grocery store in Boston, their protection will be a face mask. The driver of that bus, the clerk at that grocery store, or an employee on a factory floor, even in a more rural area, will need masks and gloves, and clear protocols for hygiene and disinfection.","1589936084","6"
"1833","Rotational groups that minimize the number of people working together at once may be needed, even if it reduces productivity in the short term. Restaurants may reopen if they can restrict tables to smaller groups who are served by those wearing masks. Concerts and sporting events will change in scope and size, if they permit fans at all.","1589936084","6"
"1834","Joseph Morales puts on a mask and gloves whenever he is delivering truckloads of wine, vodka and gin to a thirsty city.","1589936071","6"
"1835","Now, whenever he stops on the road, he wears a mask, keeps his distance and squirts on hand sanitizer. “As a truck driver, my hands have never been so clean,” he said.","1589936071","6"
"1836","To better protect drivers, many trucking companies have provided them with disinfectant, masks and gloves. Some have also encouraged drivers to stay inside their trucks when possible.","1589936071","6"
"1837","The trucking association has ordered 16,000 masks to give out free to drivers and others who need them, and is looking into buying hand sanitizer in bulk.","1589936071","6"
"1838","Ralph Blasi wipes down his seat with disinfectant before heading out to deliver milk, eggs, cheese, yogurt and bottled water to supermarkets, bodegas, nursing homes and hospitals in Queens and on Long Island. He takes along a mask and hand sanitizer to use after handling cash payments.","1589936071","6"
"1839","But Mr. Morales, who calls himself a people person, does not like the emptiness. When he does see people, “you don’t know who’s who because everyone is walking around in masks and gloves.”","1589936071","6"
"1840","HOUSTON — On the same day that the price for U.S. crude oil fell to about $30 below zero — a mind-bending concept and the first time oil prices had ever turned negative — Mayor Sylvester Turner of Houston, the self-proclaimed energy capital of the world, stood before reporters. His words were grim and muffled by the black mask covering his face.","1589936064","6"
"1841","The farmer who sent Governor Cuomo an N95 mask said he found the governor’s address “on the internet.” [Gothamist]","1589960269","6"
"1842","She usually spends time looking at the images and the inscriptions, trying to find the right message. On this trip to the store, wearing gloves and a mask, she barely read what the cards said because she was afraid to handle them.","1590262650","6"
"1843","This month, Philadelphia transit police officers violently forced a man off a bus for not wearing a mask. In New York, Gov. Andrew Cuomo raised the maximum fine from $500 to $1,000 for breaking social-distancing protocols, and Mayor Bill de Blasio has deployed Police Department officers to enforce them and make arrests. In Kentucky, judges are ordering people who have tested positive for the coronavirus and have broken quarantine to be fitted with ankle monitors — with the threat of arrest if they leave their homes. In Florida, a judge ruled that people arrested for breaking quarantine can be held without bail.","1590455841","6"
"1844","Beyond that, to encourage people to stay home, the federal government could guarantee partial wages for workers, as France has done. It could ensure that companies give employees paid sick leave. State and local governments could distribute masks to the public, as the authorities do in Singapore; limit access to parks rather than close them outright; and start programs to deliver food packages to vulnerable people, as the government does in Britain.","1590455841","6"
"1845","Indeed, if you ignored the face masks on about half the attending crowd, it might have been opening night at a blue-chip art gallery anywhere — anywhere before the coronavirus pandemic, that is. Now, as a steady stream of Mercedes sedans pulled up to the valet, disgorging their fashion-forward passengers, South Korea’s return to business as usual seemed almost surreal.","1590488595","6"
"1846","“It doesn’t make me feel uncomfortable being around people because I trust the government’s response to the virus,” Mr. Lim said as he made his way through the crowd of about 50 inside the gallery’s two-story, 3,200-square-foot space. He pointed to South Korean policies that have come to be seen as an international model: government-supplied N95-grade masks for everyone, comprehensive testing, thorough contact tracing of the infected, and immediate isolation of anyone exposed to an infected person.","1590488595","6"
"1847","Here at Lehmann Maupin, a gallery attendant dutifully took down the name, address and phone number of everyone who came through the front door — just in case someone at the opening later found out they had been exposed to the virus. Yet with the daily national infection rate having fallen to single digits, Mr. Lim appeared downright blasé about any remaining risks. His mask was pulled down below his chin; others in the crowd offhandedly explained that their masks were in their cars.","1590488595","6"
"1848","She prepared her store, Junajoux, with disinfectant and markings on the floor to help the two to three customers allowed in at a time to keep the required distance, as well as a mask to wear when customers are present. One of the biggest challenges, she said, was organizing care for her two children, because schools remain closed. ","1590623896","6"
"1849","The social nature of dining out could increase the risk. The longer people linger in a contaminated area, the more virus particles they would likely inhale. Eating is also one activity that cannot be accomplished while wearing a mask. Virus-laden droplets can be expelled into the air through breathing and talking, not just through coughs and sneezes.","1590623896","6"
"1850","In a Twitter post on Sunday, the ambassador, Kyle McCarter, wrote, “Only a fraction of the wananchi are wearing masks and social distancing,” using the Swahili word for citizens. ","1590623896","6"
"1851","When Twitter user Allan Ogera questioned him on the number of masks the United States has donated to Kenya, Mr. McCarter retorted, “You would not be able to test in Kenya if not for USA marafiki,” which means ‘friends’ in Swahili.","1590623896","6"
"1852","Kenya has 270 confirmed coronavirus cases, according to the latest figures, and a total of 14 deaths. To curb the spread of the virus, authorities have mandated the wearing of masks, imposed a nationwide dusk to dawn curfew, closed the biggest shopping district in the capital and introduced partial lockdowns in four out of the country’s 47 counties.","1590623896","6"
"1853","About a third of Italy’s 3,420 public or publicly funded nursing homes, which serve around 80,000 people, participated in the survey, which also sought to monitor the difficulties these structures faced during the early weeks of the outbreak. Shortages of masks, gloves and other protective equipment were reported most frequently. ","1590623896","6"
"1854","Can I make a mask out of bra pads? They aren’t the most effective at filtering out particles, but they can work in a pinch. Here’s how other everyday materials, like denim, coffee filters and bandannas, stack up for mask-making.","1590630863","6"
"1855","Imposing a stricter measure to control the spread of the coronavirus, Gov. Andrew M. Cuomo said on Wednesday that he would start requiring people in New York to wear masks or face coverings in public whenever social distancing was not possible.","1590712203","6"
"1856","“Stopping the spread is everything,” Mr. Cuomo said during his daily briefing in Albany. “How can you not wear a mask when you’re going to come close to a person?”","1590712203","6"
"1857","The new requirements are bound to make face coverings an inescapable and perhaps jarring sight in New York City for the foreseeable future. They could also introduce a level of mutual obligation and civic duty about wearing masks in public that is more firmly established in Asia than in the West.","1590712203","6"
"1858","Maryland also announced on Wednesday that it would require people to wear masks in public.","1590712203","6"
"1859","The state would consider issuing civil penalties to people who fail to abide by the order, but not criminal penalties: “You’re not going to go to jail for not wearing a mask,” Mr. Cuomo said.","1590712203","6"
"1860","Permitted face coverings include proper masks, as well as scarves or bandannas, the governor said.","1590712203","6"
"1861","A similar rule was issued in New Jersey last week. The order, issued by Gov. Philip D. Murphy, made it mandatory for all people inside stores and other essential businesses to wear face coverings unless they are under 2 years old or have a medical condition that prevents them from wearing a mask.","1590712203","6"
"1862","In announcing Maryland’s order on masks in public settings, Gov. Larry Hogan said, “The wearing of masks is something we may have to become more accustomed to in order to safely reopen our state.”","1590712203","6"
"1863","Supermarkets have posted signs on their doors telling customers they cannot come in without a mask, but some shoppers have refused to wear coverings and laughed off the requirement, said Matt Fattah, the owner of a C-Town supermarket in Jersey City.","1590712203","6"
"1864","“A lot of people think they don’t have to follow the rules,” Mr. Fattah said. “My employees are all on board, wear masks and gloves 100 percent of the time. Customers, first few days, it was an issue. Like the bag ban, a lot of customers thought it was a joke, that we were joking.”","1590712203","6"
"1865","Earlier this week, the owners of a toy store in Lakewood, a town near the Jersey Shore, were charged with violating the order after police spotted about 10 people crowded inside the shop. Only three of them were wearing masks, according to the police.","1590712203","6"
"1866","And in Pleasantville, a town just west of Atlantic City, a 35-year-old man was arrested on several charges, including violating emergency orders, after he came into a Dunkin’ Donuts without a mask and refused to leave after employees asked him to.","1590712203","6"
"1867","Col. Patrick J. Callahan, superintendent of the New Jersey State Police, said the police would continue to cite and arrest those who ignored orders mandating social distancing and the wearing of masks.","1590712203","6"
"1868","The state order does allow people who refuse to wear a mask for medical or other reasons to enter a store and spend a limited amount of time shopping for essential goods, Parimal Garg, the state’s deputy chief counsel, explained during Mr. Murphy’s briefing on April 8.","1590712203","6"
"1869","K.C. Rondello, a disaster epidemiologist at the College of Nursing and Public Health at Adelphi University in New York, said the mask requirement would ensure compliance from those who would otherwise ignore voluntary guidelines.","1590712203","6"
"1870","“All people in public must have a mask or nose covering, mouth and nose covering, and they must wear it in a situation where you cannot or are not maintaining social distancing,” Mr. Cuomo said.","1590712203","6"
"1871","The governor said a mask was not necessary if, for example, a person was walking down an empty street. But, he said, “You’re now at an intersection and there are people at the intersection and you’re going to be in proximity to other people? Put the mask on.”","1590712203","6"
"1872","The malls will be open from 11 a.m. to 7 p.m. Monday through Saturday and from 12 p.m. to 6 p.m. on Sunday, to allow “enhanced sanitizing and disinfecting,” the company said in the documents, which were first reported by CNBC. Simon Property outlined safety protocols for employees, contractors and vendors, including required temperature screenings before work, protective face masks and social distancing.","1590764618","6"
"1873","The company said that it would also provide masks, free temperature testing and sanitizing wipe packets to shoppers upon request. Simon Property did not return requests for comment.","1590764618","6"
"1874","The university’s usual suppliers in the United States were short on masks and face shields, and there was no sign that the State of California or the federal government was coming to the rescue. “The supply chain had really dried up,” Mr. Hawgood said.","1590865407","6"
"1875","Mr. Aytay got in touch with Mr. Hawgood, who said U.C.S.F. needed masks, gowns, face shields and swabs. With Mr. Benioff’s approval, Mr. Aytay realigned his 25-person team to focus exclusively on the effort and brought in colleagues from other Salesforce departments.","1590865407","6"
"1876","By March 22, the Salesforce team identified the first promising tip. The Jointown Pharmaceutical Group, a large Chinese company, had 500,000 surgical masks in a warehouse in Los Angeles.","1590865407","6"
"1877","But when Mr. Aytay called the Jointown office in China, no one there spoke English. Mr. Aytay had a member of his team who spoke Mandarin call back and negotiate the deal, and they soon agreed to buy all the masks for $300,000. The money was wired directly from Mr. Benioff’s family office that day.","1590865407","6"
"1878","Three days later, on March 25, the masks arrived at U.C.S.F. on trucks that FedEx provided at a discounted rate.","1590865407","6"
"1879","There were other setbacks. On March 26, the Salesforce team secured two million surgical masks from a source in Shenzhen, China. But on their way from the warehouse to the airport, 1.5 million went missing.","1590865407","6"
"1880","Once, Mr. Aytay got a call from a friend who had found 9,500 KN95 masks made by 3M in the Bay Area. Within hours, the masks arrived at Mr. Aytay’s house. He wrote a personal check for about $40,000 to pay for them, and he hired a driver who sometimes takes him to the airport to pick them up and distribute them to hospitals.","1590865407","6"
"1881","The gear continued to arrive. A 747 loaded with protective masks and other equipment landed in San Francisco on April 2. The next week, Uber Freight donated four trailer trucks to help transport equipment from multiple locations to U.C.S.F.","1590865407","6"
"1882","The supplies allowed U.C.S.F to institute a mandatory mask policy. “It’s made a huge difference,” Mr. Hawgood said.","1590865407","6"
"1883","Beginning May 4, the governor said, manufacturers, offices and construction businesses can reopen, followed on May 12 by retail stores and service businesses. Masks will be required indoors in workplaces as well as six feet of separation. “No mask, no work, no service, no exceptions,” Mr. DeWine said.","1590969849","6"
"1884","On Tuesday, the governor said that after getting pushback, he had downgraded the mask rule for store customers to a recommendation, not a mandate.","1590969849","6"
"1885","His employer, he said, did not tell him if co-workers were sick and only provided a mask when he demanded one.","1590969805","6"
"1886","“We have developed and implemented comprehensive safety measures throughout all our facilities to safeguard our employees against health risks,” LSG Sky Chefs said in a statement. The plan includes social distancing, providing masks for employees who do not bring their own, health surveys and “enhanced disinfecting protocols,” it said.","1590969805","6"
"1887","Those precautions included providing masks, gloves and hand sanitizer and taking workers’ temperatures before they enter the building.","1590969805","6"
"1888","The Port Authority of New York and New Jersey, which operates the three big airports that serve New York City, said it had distributed masks to employees and had increased the frequency of cleaning of airport terminals.","1590969805","6"
"1889","Donna Hampton, 60, a security officer in Terminal 7 at Kennedy, said she bought her own masks until last week, when her employer, a contractor to the terminal operator, provided her with reusable masks.","1590969805","6"
"1890"," For every terrifyingly ill pregnant woman featured in a news story, there are beautiful, normal, uncomplicated deliveries taking place, even among infected women. And present at these good and normal moments, there are doctors and midwives, nurses and other staff members, coming to the hospital, staying up through the night, comforting their patients and smiling through it all — even if you can’t tell because of the N95 masks we have on.","1590969803","6"
"1891","My hospital was early to mandate masks for all staff members, limit visitors while having partners present during deliveries and adopt universal testing for patients. This has let us operate as close to normal as possible.","1590969803","6"
"1892","More important, thinking of home birth as a way to mitigate coronavirus exposure risk is problematic. Letting someone into the home who doesn’t adhere to rigorous practices may place a woman at higher risk than being in a hospital. A midwife prominently featured in a recent New York Times article about home births said that wearing a mask “is not part of my belief system.” I shuddered when I read that.","1590969803","6"
"1893","It’s too easy to imagine antibody tests becoming a new form of discrimination: Employers might insist on antibody certificates simply to minimize absenteeism or medical costs among their workers; employees might find it easier to work with colleagues who have antibody certificates rather than to continue with face masks and social distancing. Workers in grocery stores and other essential services have already taken risks by working throughout the crisis; imagine if they lost their jobs for want of an antibody certificate.","1590969790","6"
"1894","It would be one thing for an antibody certificate to, say, exempt a person from the need to wear a mask, but quite another to allow employers to insist on a certificate as a cheaper alternative to testing, enforced social distancing and other preventive measures. An antibody certificate should not relieve businesses of their duty to ensure the safety of their staffs and customers. Nor should it be used to restrict travel and other liberties when less discriminatory precautions are available.","1590969790","6"
"1895","The manufacturers’ proposals include raising the legal bar for customers or employees to prove a business is at fault if they claim they contracted the virus there, protecting employers from some privacy suits in the event that they disclose a worker’s infection to other workers for safety reasons and giving added legal protections to companies that manufacture items during the crisis that are new to them — like personal protective equipment. Congress included a version of that liability limitation for manufacturers of masks in the rescue bill it passed last month.","1591290361","6"
"1896","A longer list circulated two weeks ago by the U.S. Chamber of Commerce includes some things the administration could do on its own — like Labor Department guidance about mask requirements and the steps it will deem sufficient to meet Occupational Safety and Health Administration standards. Others include steps only Congress could enact, like passing a law taking away people’s right to file lawsuits in state courts over allegations that a business was negligent in taking pandemic precautions. A range of legal specialists in civil lawsuits over claimed injuries and labor law said the business lobby’s requests include both sensible ideas that could be put in place quickly and politically implausible stretches. The risk, they said, is that if the lobby asks for too much, it could get bogged down, forestalling the changes needed for the eventual recovery.","1591290361","6"
"1897","For example, he said, it would be useful to promulgate guidance that, if a business requires its workers and customers to wear masks and practice social distancing to the extent practicable, it would have a “safe harbor” from being considered by the federal government to be negligent — a standard that could also discourage state-court lawsuits. He also said it made sense to tell businesses they could require employees to pass a test for the virus before returning to work without running afoul of disability discrimination and health privacy laws.","1591290361","6"
"1898","But the chamber’s list, he says, goes far beyond that, ranging from tiny issues — like wanting to relieve employers from a need to provide masks or train employers in how to properly use them — to gutting hard-fought labor laws in ways that seem unjustified, like permitting employers to bar older workers from returning to work based on fears that they may be statistically more vulnerable to serious symptoms.","1591290361","6"
